,Document_No,number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class,sentiment
557,557,3559,9/7/2022 17:29,WHO calls for 'urgent' action - 90% of monkeypox cases are in Europe _URL_ WHY HASN'T THE WHO BEEN TAKEN DOWN ALONG WITH THE MAINSTREAM MEDIA? They are both part of the Jewish mafia that planned and faked the 'covid pandmic'.,Twitter Web App,FALSE,FALSE,None,2/5/2022 17:09,0,0,0,0,0,1,641,0,None,1,1,negative
558,558,3568,9/7/2022 17:31,"Reader, we aren't doing anything. Almost zero access to testing. No isolating. Most people don't even know what monkeypox is or what to look for or how to protect themselves — partly because they never learned the airborne spread lessons of COVID. _URL_",Twitter for iPhone,FALSE,TRUE,Film/theatre critic & EIC @SeventhRow. #COVIDisAirborne @alexhoncovid. Canadian engineer PhD-ing in systems modeling. Jazz fan. Joachim Trier enthusiast.,20/11/2012 21:08,2,0,2,0,3191,1787,117655,0,a world elsewhere,1,1,positive
559,559,3589,9/7/2022 17:34,@jakepaul Yo @jakepaul u know where monkeypox comes from right. From guys like Tommy &amp; his boyfriend. Smh :man_facepalming:,Twitter for iPhone,FALSE,FALSE,DJ furious .. sirius radio / entertainer / pow radio/ mp3waxx / husband/ father.,8/3/2022 01:13,0,0,6,0,11,194,160,0,"Queens, NY",1,1,positive
560,560,3594,9/7/2022 17:35,"NYT: ""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say""; To Gay &amp; Bisexual community in US &amp; Canada etc. I say, stop having eff in anal sex contact for 3 weeks, no skin-to-skin, none _URL_",Twitter Web App,FALSE,TRUE,"Co-author with Peter Breggin MD of COVID-19 and the Global Predators: We are the Prey. Author, photographer, wife, mother, American _URL_",2/12/2008 20:22,0,0,0,0,4951,4404,35753,89,"Ithaca, NY",1,1,positive
561,561,3598,9/7/2022 17:36,Hey everyone I just want to come on here and be on a serious note for a minute if you don't know what's happening there is thing called monkey pox I heard the way you get it is true bodily fluids sexual intercourse so what I'm trying to say is be careful and make sure you get.,Twitter for Android,FALSE,FALSE,My Name is LT|Verse|Black and Puerto Rican |:rainbow_flag:|21 years old|:no_one_under_eighteen: and up|I'mma a Freaky Libra| I do Link ups|DMS are open|Be serious About Linking Up|,8/7/2021 22:00,0,1,1,0,87,94,175,0,"East New York, Brooklyn",1,1,positive
562,562,3603,9/7/2022 17:38,"This is mind boggling: two years after a series of public health failures led to a disaster at the beginning of the Covid pandemic, the US is repeating the same mistakes on monkeypox, threatening to make it a common STI in the US. _URL_",Twitter for iPad,FALSE,FALSE,"Recovering lawyer, and agitator for voting rights. Ex @barackobama @BGTX @CommerceGov. California expat & current Austinite. Views are mine alone, or your mom's",24/4/2012 19:20,0,0,2,1,4358,3647,47885,40,"Austin, TX",1,1,negative
563,563,3606,9/7/2022 17:40,@Know_More_News Yeah We lived through the cornholio :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::face_with_rolling_eyes: We made it through monkeypox :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::woman_facepalming_medium-light_skin_tone: We know dude  Anyone that can't see the lies  Is on their own  I ain't looked at none of this  Cus it's clearly bullS  Js  Got ya  I'm not even going to watch this  Cus it's all crap man :victory_hand_medium-light_skin_tone::thumbs_up_medium-light_skin_tone:,Twitter Web App,FALSE,FALSE,"Maskless Redneck that was BORN READY FOR THIS FIGHT!Reggae saves lives~Never submit~THE HOSPITAL KILLED MY DAD, MY BEST FRIEND, W A VENT! I fought like hell!!",23/7/2020 16:17,0,0,0,0,231,478,3167,0,None,1,1,negative
564,564,3618,9/7/2022 17:42,@miskobae Monkey pox was caused by a combo of HIV and Covid:(,Twitter for iPhone,FALSE,FALSE,number 1 Loona fan,1/12/2021 20:19,0,1,1,0,443,588,8787,1,"Yorba Linda, CA",1,1,negative
565,565,3619,9/7/2022 17:42,"@Calibamawife @TuckerCarlson Yep. MonkeyPox is coming. They're telling us. Biden told us. The whole abortion craze , releasing murderers into our communities , it is all being orchestrated to destroy as many as possible.",Twitter for iPhone,FALSE,FALSE,....those that were seen dancing were thought to be insane by those who could not hear the music.,24/11/2021 05:39,0,1,1,0,1090,492,14080,0,USA :United_States:,1,1,positive
566,566,3624,9/7/2022 17:43,@GreatScottFord This is from the New York Times - aren't they the among the purveyors of lies &amp; delusion??? So what now? Monkeypox the new Covid? The new weapon against America?,Twitter Web App,FALSE,FALSE,"Loves God, Wife, Mom, Homeowner, Former Business owner, Management, Animal Lover, Patriot, Supports our Constitution, 2nd Amendment, Trump Supporter",24/10/2010 23:01,0,0,0,0,1495,2386,11216,2,Northeastern USA,1,1,positive
567,567,3634,9/7/2022 17:47,"@IxAMxLAMBO @NakikoS1x @Timcast Until Covid 2.0 gets released, mail-in ballots is their key to ""victory"". Just wait. It'll be the 2024 strain of monkeypox...",Twitter for Android,FALSE,FALSE,Back on Twitter after deleting my account (and thousands of followers) 2 years ago.,25/4/2022 19:52,0,0,1,0,23,109,401,0,"San Diego, CA",1,1,neutral
568,568,3648,9/7/2022 17:51,"@Ungovernable_io @ichudov Some :syringe:use proteins, dead/live (attenuated) viruses, etc. to provoke an immune response and leave antibodies for future infections,some of the hepatitis &amp; monkey pox seen may be:winking_face::winking_face:due to viruses not intended to replicate/de attenuate on the injected person (adenovirus/poxvirus)",Twitter for iPhone,FALSE,FALSE,The weakest of all weak things is a virtue that has not been tested in the fire. Provida:blue_heart::puzzle_piece: :Argentina::Italy: #autism #prolife #JustWait #FollowBack #controlgroup,2/9/2013 11:21,0,1,1,0,1130,2333,17264,4,None,1,1,negative
569,569,3660,9/7/2022 17:54,"@NoSoul_first For the Prevention Monkey Pox, keep you mouth and ass shut and we should be just fine. :grimacing_face::grinning_squinting_face::grinning_squinting_face:",Twitter Web App,FALSE,FALSE,None,28/4/2022 18:55,0,0,0,0,23,62,634,0,None,1,1,positive
570,570,3662,9/7/2022 17:55,"Guess what the lab over in wuhans up to nowadays? Well, they're making monkey pox virus. They've been working with it for quite some time now. I remember folks Joe and Hunter Biden are business partners with China along with Ukraine and Russia. Biden hasn't held China responsible",Twitter for Android,FALSE,FALSE,None,20/6/2022 18:10,0,0,0,0,8,66,1586,0,None,1,1,positive
571,571,3679,9/7/2022 17:59,@KathMLee1 @Katlia124 Yes. Most people that got two shot probably was the placebo. Now with the boosters their are feeling the real side effects. Shingles aka monkeypox is one of hundreds if not thousands of side effects on the mRNA vaccine.,Twitter for iPhone,FALSE,FALSE,none,27/4/2022 14:02,4,1,21,1,0,19,118,0,None,1,1,positive
572,572,3692,9/7/2022 18:01,"The new monkey pox, brought to you by the Donkey Pox, the creator of C19 and smoke &amp; mirrors amateur's of the witch doctors association.",Twitter Web App,FALSE,FALSE,"A Servant of Jesus. Author to teach the priniciples & boundaries of real life. Ten Commandments & love our creator God, is the starting point.",30/4/2014 21:43,1,0,3,0,2738,5005,37872,4,None,1,1,negative
573,573,3701,9/7/2022 18:02,"@_DCHealth If these Sodomites would stop nailing each other in the keester, they wouldn't need to worry about the vaccine, nevermind the Monkeypox virus.",Twitter Web App,FALSE,FALSE,"I try to find people with similar interests. I love animals, reading the Bible as well as using NetBSD, OpenBSD & Slackware Linux, and hacking on old computers.",28/12/2016 02:46,0,0,0,0,38,321,1182,1,"Woodland Park, NJ",1,1,negative
574,574,3704,9/7/2022 18:03,Tucker Carlson: This may have been the greatest crime in history _URL_ via @YouTube  Guess what virus a certain infamous lab in China is working on now? Monkey Pox!,Twitter Web App,FALSE,FALSE,"""It's amazing how much panic one honest man can spread among a multitude of hypocrites.""  Thomas Sowell Trump is an honest man and he sure has spread panic.",27/9/2008 03:24,4,1,5,1,3379,4958,124577,15,None,1,1,positive
575,575,3711,9/7/2022 18:05,"Yo listen, you can do what you want sexually! But as for me it will be me and palmlinna. Because this monkey pox is real I know 4 people with it right now. Be careful y'all please! It's REAL!",Twitter for iPhone,FALSE,FALSE,discrete freak,16/2/2016 18:47,1,3,10,1,988,239,645,4,"Dallas, TX",1,1,positive
576,576,3713,9/7/2022 18:05,"Lol… no doubt it is all about the ""money"", but the virus is called ""Monkey Pox"" :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",Twitter for iPhone,FALSE,FALSE,"Wife, Mother, artist and recovering Liberal. My interest in politics is purely pragmatic: get rid of the corrupt Trudeau Liberals. #Pierre4PM",26/11/2011 18:42,0,0,1,0,8405,3869,40854,26,"GTA Ontario, Canada",1,1,negative
577,577,3733,9/7/2022 18:08,"Funny how the Wuhan Institute of Virology started conducting ""novel monkeypox research"" before monkeypox started spreading.  Sounds familiar, doesn't it? It's almost as if…—forget it. I'm not trying to get suspended. You do the math:microbe::face_with_medical_mask::syringe:",Twitter for iPhone,FALSE,TRUE,Weightlifter | Libertarian | 100% sober | Luke 6:45,23/2/2020 15:24,15,6,110,1,10557,956,97,12,:globe_showing_Americas:,1,1,positive
578,578,3742,9/7/2022 18:09,And now we know that the monkeypox virus is coming from Wuhan China and building up speed. Sound familiar people? Since they're all business partners don't expect anything from the Biden administration that will stop this mess. Accountability? Not from this administration. _URL_,Twitter for Android,FALSE,FALSE,None,20/6/2022 18:10,0,0,0,0,8,66,1586,0,None,1,1,positive
579,579,3749,9/7/2022 18:13,@CNBC Yeah and another one's coming soon for monkeypox. Of course that doesn't have anything to do with the president and his son having business affiliations with the Chinese government does it?,Twitter for Android,FALSE,FALSE,None,20/6/2022 18:10,0,0,0,0,8,66,1586,0,None,1,1,neutral
580,580,3750,9/7/2022 18:13,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots    To paraphrase the old adage, ""Pride Month"" cometh before a rise in monkeypox cases. At least, that is the experience of San Francisco an... _URL_",Twitter,FALSE,FALSE,None,30/11/2020 05:36,0,0,0,0,44,1,130177,4,None,1,1,negative
581,581,3751,9/7/2022 18:13,"Why is the Wuhan lab, which leaked the Corona virus causing a plandemic, recombining Monkey Pox?  If you believe the MSM, Wuhan is NOT experimenting with Monkey Pox, yet... if they weren't then how to explain the coincidental outbreaks outside China? _URL_",Twitter Web App,FALSE,TRUE,Not that kind of doctor. Management and IT kinda doctor. Retired.,29/5/2012 20:16,0,0,0,0,81,132,14888,3,"Where ever I am,",1,1,negative
582,582,3758,9/7/2022 18:14,"@jk_rowling @MForstater let's take non-partisan view at this whole thing about teaching,""Outside the norm,sex""as gay activist quoted term. She mentioned all the STDs including current monkeypox. Are they teaching these diseases are predominantly started MOSTLY (not all)with male on male sex",Twitter for iPhone,FALSE,FALSE,politically open minded independent work in engineering New York City Very traditional but open minded,3/5/2022 14:08,0,0,0,0,60,132,2285,1,None,1,1,positive
583,583,3767,9/7/2022 18:16,"NYT: ""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say""; To Gay &amp; Bisexual community in US &amp; Canada etc. I say, stop having anal sex contact for 3 weeks, no skin-to-skin, none _URL_",Twitter for iPad,FALSE,FALSE,I love the USA! I don't like anyone that tries to make this country more like China. We are a representative Republic. We need to act like it.,24/6/2010 20:35,0,0,2,0,99,370,1711,0,USA,1,1,positive
584,584,3768,9/7/2022 18:16,"@TomFitton Uh, 'cause there is an election approaching. How else we gonna get the votes without untraceable mail-in ballots. Don't think MonkeyPox wasn't another attempt.",Twitter for iPhone,FALSE,TRUE,"Patriotic American. USMC. Cynical, sarcastic, & loyal. Living the dream. #WeThePeople #TheseUnitedStates #InalienableRights FJB",1/5/2022 19:19,0,0,2,0,67,348,1457,0,Missouri 'The Outlaw State',1,1,negative
585,585,3777,9/7/2022 18:20,No mention of the filthy pride month. How about monkey pox being spread chiefly through gay bar orgys. CDC does not touch that one except to wear masks - how does breathing equate to anal sex? @Church_Militant Official Disneyland Instagram page hacked - _URL_,Twitter for Android,FALSE,FALSE,None,12/1/2018 17:56,0,1,0,0,1,44,1747,1,None,1,1,negative
586,586,3788,9/7/2022 18:23,"Just One Week After End of 'Pride Month,' Liberal Cities Are Monkeypox Hotspots _URL_",Twitter for iPad,FALSE,FALSE,None,4/11/2019 23:56,0,0,0,0,108,337,78589,2,None,1,1,neutral
587,587,3789,9/7/2022 18:23,"@FreedomKiwi Well Covid, Ukraine and now monkey pox... Feels like a distraction technique used by a magician to cover what is really hapening",Twitter Web App,FALSE,FALSE,None,6/11/2010 02:03,0,0,7,0,68,31,2932,0,Lower Hutt NZ,1,1,positive
588,588,3803,9/7/2022 18:27,"@CDCgov An effort has been to perpetuate variants of fake viruses s.s SarsCov2-Cov19, MonkeyPox, etc which as per US CDC, has been never isolated, means they r fake.  _URL_ This shows how govts are fooling people on behest of big pharmas for their nefarious agendas.",Twitter for Android,FALSE,FALSE,None,25/6/2022 04:07,0,0,0,0,4,199,394,0,None,1,1,negative
589,589,3805,9/7/2022 18:28,"@apoorva_nyc So a MEDICAL writer goes to have random sex with multiple partners (without protection) during a monkeypox outbreak, but wears a mask outside because of covid. Got it. This is the caliber (IQ check) of our medical writers.",Twitter Web App,FALSE,FALSE,Uncreative,22/4/2021 03:16,0,0,0,0,0,0,4,0,None,1,1,negative
590,590,3812,9/7/2022 18:29,"@CDCgov An effort has been to perpetuate variants of fake viruses s.a SarsCov2-Cov19, MonkeyPox, etc which as per US CDC, has been never isolated, means they r fake.  _URL_ This shows how govts are fooling people on behest of big pharmas for their nefarious agendas.",Twitter for Android,FALSE,FALSE,None,25/6/2022 04:07,0,0,0,0,4,199,394,0,None,1,1,negative
591,591,3821,9/7/2022 18:31,Remember when the State Premiers were saying #COVID will hunt down the unvaccinated. Will they also be saying that #Monkeypox will hunt down the homosexuals ?,Twitter for iPhone,FALSE,FALSE,None,29/5/2018 09:09,1,0,1,0,184,510,11725,1,"Brisbane, Queensland",1,1,negative
592,592,3823,9/7/2022 18:31,"@CDCgov An effort has been to perpetuate variants of fake viruses s.a MonkeyPox, SarsCov2-Cov19, etc, which as per US CDC, have been never isolated, means they r fake.  _URL_ This shows how govts are fooling people on behest of big pharmas for their nefarious agendas.",Twitter for Android,FALSE,FALSE,None,25/6/2022 04:07,0,0,0,0,4,199,394,0,None,1,1,negative
593,593,3828,9/7/2022 18:32,_URL_ Monkeypox doesn't scare me...probably because I am not running around having sex with other men.,Twitter Web App,FALSE,FALSE,Do not resuscitate. Pronouns: he/him/attack helicopter,13/1/2015 00:04,0,0,0,0,5,11,3385,2,United States,1,1,negative
594,594,3830,9/7/2022 18:32,"New York Times: ""The U.S. May Be Losing the Fight against Monkeypox"": 'tfw no fifteen-day anal sex moratorium to crush the curve.' _URL_",Twitter Web App,FALSE,FALSE,In the tradition of MP David Ricardo (above); in the manner of Jude Wanniski; in the instruction of Ignatius Loyola. #AdMajoremDeiGloriam.,12/12/2008 05:53,0,0,0,0,431,223,23698,0,"Henly, TX",1,1,positive
595,595,3833,9/7/2022 18:33,They are trying to spread monkey pox. Isolate us and end all of humanity in Texas if we lose Texas we lost the world _URL_,Twitter for iPhone,FALSE,TRUE,I AM IN NO WAY AFFILIATED WITH ANY WEBSITE ANYWHERE AND THIS ENTIRE ACCOUNT IS FAKE BULLSHIT FOR ONLY MINECRAFT NONSENSE NOT AT ALL FOR REAL LIFE ANYTHING,7/6/2022 19:34,0,0,0,0,0,0,21506,0,THIS ACCOUNT IS ALL SATIRE,1,1,negative
